Key,Type,Desc,Plural,Group,Descriptions,English [en-US],French [fr-FR],German [de-DE],Russian,Portuguese (Brazil),Chinese [zh-CN]
Beyonder_Artifact_BrainBleach_Lore_Key,Text,,,,,"First, use an auger to create a hole in the back of the skull. Carefully insert a funnel and then add three drops of brain bleach. Allow three to five minutes for product to activate, and repeat as necessary until satisfied. Good for the removal of unwanted memories, dangerous, forbidden knowledge, sinful urges, personalities, hippocampuses, and for lowering high blood pressure.","First, use an auger to create a hole in the back of the skull. Carefully insert a funnel and then add three drops of brain bleach. Allow three to five minutes for product to activate, and repeat as necessary until satisfied. Good for the removal of unwanted memories, dangerous, forbidden knowledge, sinful urges, personalities, hippocampuses, and for lowering high blood pressure.","First, use an auger to create a hole in the back of the skull. Carefully insert a funnel and then add three drops of brain bleach. Allow three to five minutes for product to activate, and repeat as necessary until satisfied. Good for the removal of unwanted memories, dangerous, forbidden knowledge, sinful urges, personalities, hippocampuses, and for lowering high blood pressure.","First, use an auger to create a hole in the back of the skull. Carefully insert a funnel and then add three drops of brain bleach. Allow three to five minutes for product to activate, and repeat as necessary until satisfied. Good for the removal of unwanted memories, dangerous, forbidden knowledge, sinful urges, personalities, hippocampuses, and for lowering high blood pressure.","First, use an auger to create a hole in the back of the skull. Carefully insert a funnel and then add three drops of brain bleach. Allow three to five minutes for product to activate, and repeat as necessary until satisfied. Good for the removal of unwanted memories, dangerous, forbidden knowledge, sinful urges, personalities, hippocampuses, and for lowering high blood pressure.","First, use an auger to create a hole in the back of the skull. Carefully insert a funnel and then add three drops of brain bleach. Allow three to five minutes for product to activate, and repeat as necessary until satisfied. Good for the removal of unwanted memories, dangerous, forbidden knowledge, sinful urges, personalities, hippocampuses, and for lowering high blood pressure."
Beyonder_Artifact_BrainClamps_Name_Key,Text,,,,,"Brain Clamps","Brain Clamps","Brain Clamps","Brain Clamps","Brain Clamps","Brain Clamps"
Beyonder_Artifact_BrainClamps_Description_Key,Text,,,,,"Increase the <b>Insanity</b> threshold from <nobr>+3/-3 <b>Mania</b></nobr> to <nobr>+5/-5 <b>Mania</b></nobr>.","Increase the <b>Insanity</b> threshold from <nobr>+3/-3 <b>Mania</b></nobr> to <nobr>+5/-5 <b>Mania</b></nobr>.","Increase the <b>Insanity</b> threshold from <nobr>+3/-3 <b>Mania</b></nobr> to <nobr>+5/-5 <b>Mania</b></nobr>.","Increase the <b>Insanity</b> threshold from <nobr>+3/-3 <b>Mania</b></nobr> to <nobr>+5/-5 <b>Mania</b></nobr>.","Increase the <b>Insanity</b> threshold from <nobr>+3/-3 <b>Mania</b></nobr> to <nobr>+5/-5 <b>Mania</b></nobr>.","Increase the <b>Insanity</b> threshold from <nobr>+3/-3 <b>Mania</b></nobr> to <nobr>+5/-5 <b>Mania</b></nobr>."
Beyonder_Artifact_BrainClamps_Lore_Key,Text,,,,,"When you deal with dark secrets from beyond the edge of universe, that which mankind was never meant to know, there's always a danger that your brain could explode. Adding some restrictive clamps to your gray matter is no easy feat, but if done properly, you may contain one or two additional pieces of forbidden lore before the unstable gravity of this knowledge pops your head off like a cork from a wine bottle.","When you deal with dark secrets from beyond the edge of universe, that which mankind was never meant to know, there's always a danger that your brain could explode. Adding some restrictive clamps to your gray matter is no easy feat, but if done properly, you may contain one or two additional pieces of forbidden lore before the unstable gravity of this knowledge pops your head off like a cork from a wine bottle.","When you deal with dark secrets from beyond the edge of universe, that which mankind was never meant to know, there's always a danger that your brain could explode. Adding some restrictive clamps to your gray matter is no easy feat, but if done properly, you may contain one or two additional pieces of forbidden lore before the unstable gravity of this knowledge pops your head off like a cork from a wine bottle.","When you deal with dark secrets from beyond the edge of universe, that which mankind was never meant to know, there's always a danger that your brain could explode. Adding some restrictive clamps to your gray matter is no easy feat, but if done properly, you may contain one or two additional pieces of forbidden lore before the unstable gravity of this knowledge pops your head off like a cork from a wine bottle.","When you deal with dark secrets from beyond the edge of universe, that which mankind was never meant to know, there's always a danger that your brain could explode. Adding some restrictive clamps to your gray matter is no easy feat, but if done properly, you may contain one or two additional pieces of forbidden lore before the unstable gravity of this knowledge pops your head off like a cork from a wine bottle.","When you deal with dark secrets from beyond the edge of universe, that which mankind was never meant to know, there's always a danger that your brain could explode. Adding some restrictive clamps to your gray matter is no easy feat, but if done properly, you may contain one or two additional pieces of forbidden lore before the unstable gravity of this knowledge pops your head off like a cork from a wine bottle."
Beyonder_Artifact_BedMonster_Name_Key,Text,,,,,"Bed Monster","Bed Monster","Bed Monster","Bed Monster","Bed Monster","Bed Monster"
Beyonder_Artifact_BedMonster_Description_Key,Text,,,,,"<b>Jitters</b> adds an additional [effect0.power] damage per stack on enemy units.","<b>Jitters</b> adds an additional [effect0.power] damage per stack on enemy units.","<b>Jitters</b> adds an additional [effect0.power] damage per stack on enemy units.","<b>Jitters</b> adds an additional [effect0.power] damage per stack on enemy units.","<b>Jitters</b> adds an additional [effect0.power] damage per stack on enemy units.","<b>Jitters</b> adds an additional [effect0.power] damage per stack on enemy units."
Beyonder_Artifact_BedMonster_Lore_Key,Text,,,,,"When you're lying awake at night, listening to the sounds of critters scrabbling through the walls, the shadows that flicker in the moonlight often take the shapes of horrible beasts and vicious monsters. These night phantoms are not just tricks of the light, and are every bit as terrifying and sinister as they appear. You see, in places where the veil is thin, Beyonders may linger just outside the reach of reality, influencing our minds, feeding on fear, and slowly draining sanity as their mere presence induces terrifying night jitters. Lacking a physical presence, they search for victims through the darkest and deepest shadows, often emerging in the rooms of small children who stay up too late at night.","When you're lying awake at night, listening to the sounds of critters scrabbling through the walls, the shadows that flicker in the moonlight often take the shapes of horrible beasts and vicious monsters. These night phantoms are not just tricks of the light, and are every bit as terrifying and sinister as they appear. You see, in places where the veil is thin, Beyonders may linger just outside the reach of reality, influencing our minds, feeding on fear, and slowly draining sanity as their mere presence induces terrifying night jitters. Lacking a physical presence, they search for victims through the darkest and deepest shadows, often emerging in the rooms of small children who stay up too late at night.","When you're lying awake at night, listening to the sounds of critters scrabbling through the walls, the shadows that flicker in the moonlight often take the shapes of horrible beasts and vicious monsters. These night phantoms are not just tricks of the light, and are every bit as terrifying and sinister as they appear. You see, in places where the veil is thin, Beyonders may linger just outside the reach of reality, influencing our minds, feeding on fear, and slowly draining sanity as their mere presence induces terrifying night jitters. Lacking a physical presence, they search for victims through the darkest and deepest shadows, often emerging in the rooms of small children who stay up too late at night.","When you're lying awake at night, listening to the sounds of critters scrabbling through the walls, the shadows that flicker in the moonlight often take the shapes of horrible beasts and vicious monsters. These night phantoms are not just tricks of the light, and are every bit as terrifying and sinister as they appear. You see, in places where the veil is thin, Beyonders may linger just outside the reach of reality, influencing our minds, feeding on fear, and slowly draining sanity as their mere presence induces terrifying night jitters. Lacking a physical presence, they search for victims through the darkest and deepest shadows, often emerging in the rooms of small children who stay up too late at night.","When you're lying awake at night, listening to the sounds of critters scrabbling through the walls, the shadows that flicker in the moonlight often take the shapes of horrible beasts and vicious monsters. These night phantoms are not just tricks of the light, and are every bit as terrifying and sinister as they appear. You see, in places where the veil is thin, Beyonders may linger just outside the reach of reality, influencing our minds, feeding on fear, and slowly draining sanity as their mere presence induces terrifying night jitters. Lacking a physical presence, they search for victims through the darkest and deepest shadows, often emerging in the rooms of small children who stay up too late at night.","When you're lying awake at night, listening to the sounds of critters scrabbling through the walls, the shadows that flicker in the moonlight often take the shapes of horrible beasts and vicious monsters. These night phantoms are not just tricks of the light, and are every bit as terrifying and sinister as they appear. You see, in places where the veil is thin, Beyonders may linger just outside the reach of reality, influencing our minds, feeding on fear, and slowly draining sanity as their mere presence induces terrifying night jitters. Lacking a physical presence, they search for victims through the darkest and deepest shadows, often emerging in the rooms of small children who stay up too late at night."
Beyonder_Artifact_VialOfBlackEyedBlood_Name_Key,Text,,,,,"Vial of Black-Eyed Blood","Vial of Black-Eyed Blood","Vial of Black-Eyed Blood","Vial of Black-Eyed Blood","Vial of Black-Eyed Blood","Vial of Black-Eyed Blood"
Beyonder_Artifact_VialOfBlackEyedBlood_Description_Key,Text,,,,,"Your champion gains <b>Chronic [effect0.upgrade.status0.power]</b> and <b>Stalker</b>.","Your champion gains <b>Chronic [effect0.upgrade.status0.power]</b> and <b>Stalker</b>.","Your champion gains <b>Chronic [effect0.upgrade.status0.power]</b> and <b>Stalker</b>.","Your champion gains <b>Chronic [effect0.upgrade.status0.power]</b> and <b>Stalker</b>.","Your champion gains <b>Chronic [effect0.upgrade.status0.power]</b> and <b>Stalker</b>.","Your champion gains <b>Chronic [effect0.upgrade.status0.power]</b> and <b>Stalker</b>."
Beyonder_Artifact_VialOfBlackEyedBlood_Lore_Key,Text,,,,,"The undretch were all once mortal themselves in some fashion. Chaos that seeps through rifts and tears in reality can corrupt things, usually animals, but sometimes objects and plants as well. The infection can often be recognized as the most common symptom is the addition of a single, extra eye. Should the infection take hold, this chaos will spread throughout the body, taking over completely, and the transformation into an undretch will be complete. They are proud of the fact that their mere existence heralds the natural decay of the universe, and consider themselves to be the purest form of chaos.","The undretch were all once mortal themselves in some fashion. Chaos that seeps through rifts and tears in reality can corrupt things, usually animals, but sometimes objects and plants as well. The infection can often be recognized as the most common symptom is the addition of a single, extra eye. Should the infection take hold, this chaos will spread throughout the body, taking over completely, and the transformation into an undretch will be complete. They are proud of the fact that their mere existence heralds the natural decay of the universe, and consider themselves to be the purest form of chaos.","The undretch were all once mortal themselves in some fashion. Chaos that seeps through rifts and tears in reality can corrupt things, usually animals, but sometimes objects and plants as well. The infection can often be recognized as the most common symptom is the addition of a single, extra eye. Should the infection take hold, this chaos will spread throughout the body, taking over completely, and the transformation into an undretch will be complete. They are proud of the fact that their mere existence heralds the natural decay of the universe, and consider themselves to be the purest form of chaos.","The undretch were all once mortal themselves in some fashion. Chaos that seeps through rifts and tears in reality can corrupt things, usually animals, but sometimes objects and plants as well. The infection can often be recognized as the most common symptom is the addition of a single, extra eye. Should the infection take hold, this chaos will spread throughout the body, taking over completely, and the transformation into an undretch will be complete. They are proud of the fact that their mere existence heralds the natural decay of the universe, and consider themselves to be the purest form of chaos.","The undretch were all once mortal themselves in some fashion. Chaos that seeps through rifts and tears in reality can corrupt things, usually animals, but sometimes objects and plants as well. The infection can often be recognized as the most common symptom is the addition of a single, extra eye. Should the infection take hold, this chaos will spread throughout the body, taking over completely, and the transformation into an undretch will be complete. They are proud of the fact that their mere existence heralds the natural decay of the universe, and consider themselves to be the purest form of chaos.","The undretch were all once mortal themselves in some fashion. Chaos that seeps through rifts and tears in reality can corrupt things, usually animals, but sometimes objects and plants as well. The infection can often be recognized as the most common symptom is the addition of a single, extra eye. Should the infection take hold, this chaos will spread throughout the body, taking over completely, and the transformation into an undretch will be complete. They are proud of the fact that their mere existence heralds the natural decay of the universe, and consider themselves to be the purest form of chaos."
